,Index,Base,Base_weight,Base2,Base2_weight,Prep,Prep2,Calc.T,Calc.t,Support,Support2,Support_frac,Support2_frac,Promoter,Promoter_weight,Promoter2,Promoter2_weight,T,H2,O2,CO,H2O,CO2,CH4,TOS,F/W,Pt,Au,Ru,Rh,Ir,Cu,Pd,IWI,WI,CI,SI,SGP,CP,HDP,UGC,SCT,FSP,ME,DP,Calc T (oC),Calc T. (hr),Al2O3,MgO,CeO2,TiO2,ZEO,MnO,Y203,ZrO2,HAP,ACC,Tb4O7,HfO2,La2O3,Co3O4,ThO2,SiO2,Fe2O3,Sm2O3,Gd2O3,Yb2O3,CaO,Li,Ce,Co,Mg,Fe,Mn,Zr,K,Ni,Ca,Cs,V,Rb,Y,Na,La,Gd,Yb,Zn,Re,Ti,Cr,Ho,Nd,Tm,Sm,Er,Sr,YSZ,Temperature (C),H2 vol.%,O2 vol.%,CO vol.%,H2O vol.%,CO2 vol.%,CH4 vol.%,TOS (min),F/W (mg.min/ml),CO Conversion
103,2889,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,165.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,165.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,31.2
104,2890,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,180.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,180.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,37.5
105,2891,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,195.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,195.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,43.1
106,2892,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,210.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,210.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,57.8
107,2893,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,225.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,225.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,86.4
108,2894,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,255.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,255.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,84.0
109,2895,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,269.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,269.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,74.8
110,2896,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,150.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,150.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,19.0
111,2897,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,165.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,165.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,20.7
112,2899,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,195.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,195.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,34.2
113,2900,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,210.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,210.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,51.5
114,2902,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,240.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,240.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,91.9
115,2903,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,254.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,254.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,87.4
116,2905,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,150.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,150.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,16.4
117,2907,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,180.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,180.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,19.9
118,2908,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,195.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,195.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,32.5
119,2910,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,225.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,225.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,73.4
120,2912,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,254.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,254.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,91.1
121,2913,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,269.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,269.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,82.0
122,2914,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,150.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,150.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,8.03
123,2915,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,165.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,165.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,8.92
124,2916,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,180.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,180.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,11.1
125,2917,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,195.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,195.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,15.3
126,2918,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,210.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,210.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,16.6
127,2919,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,225.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,225.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,25.1
128,2920,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,240.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,240.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,26.8
129,2921,Pt,0.02,0,0.0,SCT,0,25,0.0,ZrO2,0,1.0,0.0,0,0.0,0,0.0,255.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,255.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,46.6
130,2922,Pt,0.02,0,0.0,SCT,0,25,0.0,CeO2,ZrO2,0.83,0.17,0,0.0,0,0.0,270.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.83,0.0,0,0,0.0,0.17,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,270.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,59.3
131,2923,Pt,0.02,0,0.0,SCT,0,25,0.0,CeO2,ZrO2,0.83,0.17,0,0.0,0,0.0,150.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.83,0.0,0,0,0.0,0.17,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,150.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,17.9
132,2924,Pt,0.02,0,0.0,SCT,0,25,0.0,CeO2,ZrO2,0.83,0.17,0,0.0,0,0.0,165.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.83,0.0,0,0,0.0,0.17,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,165.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,18.8
133,2925,Pt,0.02,0,0.0,SCT,0,25,0.0,CeO2,ZrO2,0.83,0.17,0,0.0,0,0.0,180.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.83,0.0,0,0,0.0,0.17,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,180.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,22.1
134,2926,Pt,0.02,0,0.0,SCT,0,25,0.0,CeO2,ZrO2,0.83,0.17,0,0.0,0,0.0,210.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.83,0.0,0,0,0.0,0.17,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,210.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,35.0
135,2927,Pt,0.02,0,0.0,SCT,0,25,0.0,CeO2,ZrO2,0.83,0.17,0,0.0,0,0.0,225.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.83,0.0,0,0,0.0,0.17,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,225.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,49.6
136,2928,Pt,0.02,0,0.0,SCT,0,25,0.0,CeO2,ZrO2,0.83,0.17,0,0.0,0,0.0,240.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.83,0.0,0,0,0.0,0.17,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,240.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,60.0
137,2929,Pt,0.02,0,0.0,SCT,0,25,0.0,CeO2,ZrO2,0.83,0.17,0,0.0,0,0.0,255.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.83,0.0,0,0,0.0,0.17,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,255.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,72.1
138,2930,Pt,0.02,0,0.0,SCT,0,25,0.0,CeO2,ZrO2,0.83,0.17,0,0.0,0,0.0,270.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.83,0.0,0,0,0.0,0.17,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,270.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,85.8
139,2931,Pt,0.02,0,0.0,SCT,0,25,0.0,CeO2,ZrO2,0.83,0.17,0,0.0,0,0.0,300.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.83,0.0,0,0,0.0,0.17,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,300.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,78.8
140,2932,Pt,0.02,0,0.0,SCT,0,25,0.0,CeO2,ZrO2,0.83,0.17,0,0.0,0,0.0,150.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0.83,0.0,0,0,0.0,0.17,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,150.0,40.0,0.0,2.0,0.1,10.0,0.0,60.0,0.0,7.92
